Date,Market,Category,Type,Price,Amount,Total,Fee,Order Number,Base Total Less Fee,Quote Total Less Fee
2018-02-06 06:17:23,BCN/BTC,Exchange,Buy,0.00000047,5990.62495611,0.00281559,0.15%,7960900138,-0.00281559,5981.63901868
2018-02-06 06:17:00,BCN/BTC,Exchange,Buy,0.00000047,24009.37504389,0.01128440,0.15%,7960900138,-0.01128440,23973.36098133
2018-02-06 05:54:48,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960580458,-0.00144000,2992.50000000
2018-02-06 05:54:01,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960571467,-0.00048000,997.50000000
2018-02-06 05:51:54,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960528510,-0.00048000,997.50000000
2018-02-06 05:51:44,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960524514,-0.00144000,2992.50000000
2018-02-06 05:49:46,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7960481557,-0.00144000,2995.50000000
2018-02-06 05:47:37,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7960414624,-0.00147000,2992.50000000
2018-02-06 05:46:25,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960388650,-0.00048000,997.50000000
2018-02-06 05:46:15,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960382656,-0.00048000,997.50000000
2018-02-06 05:45:58,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960378660,-0.00048000,997.50000000
2018-02-06 05:45:49,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960377661,-0.00048000,997.50000000
2018-02-06 05:45:39,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960376662,-0.00048000,997.50000000
2018-02-06 05:44:40,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960348690,-0.00144000,2992.50000000
2018-02-06 05:44:31,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7960341697,-0.00048000,997.50000000
2018-02-06 05:42:49,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960317721,-0.00144000,2992.50000000
2018-02-06 05:42:40,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960314724,-0.00144000,2992.50000000
2018-02-06 05:42:40,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7960116922,-0.00144000,2995.50000000
2018-02-06 05:40:10,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7960267771,-0.00147000,2992.50000000
2018-02-06 05:28:20,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7960037002,-0.00144000,2992.50000000
2018-02-06 05:28:13,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7960025014,-0.00144000,2995.50000000
2018-02-06 05:25:07,BCN/BTC,Exchange,Buy,0.00000048,2365.00135691,0.00113520,0.15%,7959901138,-0.00113520,2361.45385488
2018-02-06 05:24:00,BCN/BTC,Exchange,Buy,0.00000048,634.99864309,0.00030479,0.15%,7959901138,-0.00030479,634.04614513
2018-02-06 05:21:35,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7959879160,-0.00144000,2992.50000000
2018-02-06 05:21:26,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7959832207,-0.00144000,2995.50000000
2018-02-06 05:19:37,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7959804235,-0.00144000,2995.50000000
2018-02-06 05:18:33,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7959783256,-0.00144000,2995.50000000
2018-02-06 05:15:58,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7959711328,-0.00144000,2992.50000000
2018-02-06 05:14:41,BCN/BTC,Exchange,Buy,0.00000048,1000.00000000,0.00048000,0.25%,7959687352,-0.00048000,997.50000000
2018-02-06 05:14:29,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7959682357,-0.00144000,2992.50000000
2018-02-06 05:14:15,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7959676363,-0.00144000,2992.50000000
2018-02-06 05:13:58,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.25%,7959659380,-0.00144000,2992.50000000
2018-02-06 05:13:49,BCN/BTC,Exchange,Buy,0.00000048,3000.00000000,0.00144000,0.15%,7959591448,-0.00144000,2995.50000000
2018-02-06 05:08:12,BCN/BTC,Exchange,Buy,0.00000049,1000.00000000,0.00049000,0.25%,7959558481,-0.00049000,997.50000000
2018-02-06 05:07:26,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959537502,-0.00147000,2992.50000000
2018-02-06 05:07:06,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959533506,-0.00147000,2992.50000000
2018-02-06 05:05:58,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959512527,-0.00147000,2992.50000000
2018-02-06 05:00:59,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959424615,-0.00147000,2992.50000000
2018-02-06 04:57:27,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.15%,7959331708,-0.00147000,2995.50000000
2018-02-06 04:55:26,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959303736,-0.00147000,2992.50000000
2018-02-06 04:53:01,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959239800,-0.00147000,2992.50000000
2018-02-06 04:52:44,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959220819,-0.00147000,2992.50000000
2018-02-06 04:51:24,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959160879,-0.00147000,2992.50000000
2018-02-06 04:50:54,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7959134905,-0.00147000,2992.50000000
2018-02-06 04:50:27,BCN/BTC,Exchange,Buy,0.00000049,1900.00000000,0.00093100,0.25%,7959106933,-0.00093100,1895.25000000
2018-02-06 04:04:28,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7958138902,-0.00147000,2992.50000000
2018-02-06 03:56:23,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7958007034,-0.00147000,2992.50000000
2018-02-06 03:48:13,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957857184,-0.00147000,2992.50000000
2018-02-06 03:48:04,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957852189,-0.00147000,2992.50000000
2018-02-06 03:33:10,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957593448,-0.00147000,2992.50000000
2018-02-06 03:28:59,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957531510,-0.00147000,2992.50000000
2018-02-06 03:23:13,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957472569,-0.00147000,2992.50000000
2018-02-06 03:19:22,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957414627,-0.00147000,2992.50000000
2018-02-06 03:09:58,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957279762,-0.00147000,2992.50000000
2018-02-06 02:56:29,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7957058983,-0.00147000,2992.50000000
2018-02-06 02:47:04,BCN/BTC,Exchange,Buy,0.00000049,1000.00000000,0.00049000,0.25%,7956906136,-0.00049000,997.50000000
2018-02-06 02:46:29,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7956897145,-0.00147000,2992.50000000
2018-02-06 02:37:44,BCN/BTC,Exchange,Buy,0.00000049,1000.00000000,0.00049000,0.25%,7956773269,-0.00049000,997.50000000
2018-02-06 02:37:16,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7956766276,-0.00147000,2992.50000000
2018-02-06 02:34:16,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7956718324,-0.00147000,2992.50000000
2018-02-06 02:12:31,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7956346696,-0.00147000,2992.50000000
2018-02-06 02:12:05,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7956334708,-0.00147000,2992.50000000
2018-02-06 01:52:58,BCN/BTC,Exchange,Buy,0.00000049,2200.00000000,0.00107800,0.25%,7955974069,-0.00107800,2194.50000000
2018-02-06 01:52:06,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955949094,-0.00147000,2992.50000000
2018-02-06 01:51:19,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955920123,-0.00147000,2992.50000000
2018-02-06 01:50:44,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955890153,-0.00147000,2992.50000000
2018-02-06 01:27:05,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955493550,-0.00147000,2992.50000000
2018-02-06 01:23:30,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955433610,-0.00147000,2992.50000000
2018-02-06 01:18:50,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955361682,-0.00147000,2992.50000000
2018-02-06 01:12:19,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.25%,7955217826,-0.00147000,2992.50000000
2018-02-06 01:11:28,BCN/BTC,Exchange,Buy,0.00000049,1700.00000000,0.00083300,0.25%,7955183860,-0.00083300,1695.75000000
2018-02-06 01:11:21,BCN/BTC,Exchange,Buy,0.00000049,1700.00000000,0.00083300,0.15%,7955130913,-0.00083300,1697.45000000
2018-02-05 22:28:02,BCN/BTC,Exchange,Buy,0.00000050,1800.00000000,0.00090000,0.25%,7952594452,-0.00090000,1795.50000000
2018-02-05 22:27:26,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.25%,7952563483,-0.00150000,2992.50000000
2018-02-05 22:27:01,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.25%,7952547499,-0.00150000,2992.50000000
2018-02-05 22:26:01,BCN/BTC,Exchange,Buy,0.00000050,1000.00000000,0.00050000,0.25%,7952496550,-0.00050000,997.50000000
2018-02-05 22:25:02,BCN/BTC,Exchange,Buy,0.00000050,1000.00000000,0.00050000,0.25%,7952459587,-0.00050000,997.50000000
2018-02-05 21:20:11,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.15%,7950393655,-0.00147000,2995.50000000
2018-02-05 20:40:28,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.25%,7950382666,-0.00150000,2992.50000000
2018-02-05 19:36:47,BCN/BTC,Exchange,Buy,0.00000049,3000.00000000,0.00147000,0.15%,7948535515,-0.00147000,2995.50000000
2018-02-05 16:55:24,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.25%,7946980072,-0.00150000,2992.50000000
2018-02-05 16:54:56,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.25%,7946961091,-0.00150000,2992.50000000
2018-02-05 16:53:52,BCN/BTC,Exchange,Buy,0.00000050,3000.00000000,0.00150000,0.15%,7946928124,-0.00150000,2995.50000000
2018-02-05 14:31:55,BCN/BTC,Exchange,Buy,0.00000050,2000.00000000,0.00100000,0.15%,7945552501,-0.00100000,1997.00000000
2018-02-04 21:50:04,BCN/BTC,Exchange,Buy,0.00000052,2100.00000000,0.00109200,0.25%,7939235824,-0.00109200,2094.75000000
2018-02-04 21:49:51,BCN/BTC,Exchange,Buy,0.00000052,1000.00000000,0.00052000,0.25%,7939232827,-0.00052000,997.50000000
2018-02-04 21:49:40,BCN/BTC,Exchange,Buy,0.00000052,1000.00000000,0.00052000,0.25%,7939231828,-0.00052000,997.50000000
2018-02-04 21:49:32,BCN/BTC,Exchange,Buy,0.00000052,3000.00000000,0.00156000,0.25%,7939229830,-0.00156000,2992.50000000
2018-02-04 21:49:28,BCN/BTC,Exchange,Buy,0.00000052,2099.99999999,0.00109199,0.25%,7939227832,-0.00109199,2094.75000000
2018-02-04 20:40:33,BCN/BTC,Exchange,Buy,0.00000052,3000.00000000,0.00156000,0.25%,7938816244,-0.00156000,2992.50000000
2018-02-04 20:40:24,BCN/BTC,Exchange,Buy,0.00000052,3000.00000000,0.00156000,0.15%,7938779281,-0.00156000,2995.50000000
2018-02-04 18:34:50,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938293767,-0.00159000,2992.50000000
2018-02-04 18:34:27,BCN/BTC,Exchange,Buy,0.00000053,1000.00000000,0.00053000,0.25%,7938285775,-0.00053000,997.50000000
2018-02-04 18:23:38,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938131929,-0.00159000,2992.50000000
2018-02-04 18:23:32,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938130930,-0.00159000,2992.50000000
2018-02-04 18:23:25,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938128932,-0.00159000,2992.50000000
2018-02-04 18:23:17,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938127933,-0.00159000,2992.50000000
2018-02-04 18:23:11,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938126934,-0.00159000,2992.50000000
2018-02-04 18:23:04,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938123937,-0.00159000,2992.50000000
2018-02-04 18:22:57,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938122938,-0.00159000,2992.50000000
2018-02-04 18:22:50,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938120940,-0.00159000,2992.50000000
2018-02-04 18:22:44,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938119941,-0.00159000,2992.50000000
2018-02-04 18:22:38,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938118942,-0.00159000,2992.50000000
2018-02-04 18:22:29,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938116944,-0.00159000,2992.50000000
2018-02-04 18:21:22,BCN/BTC,Exchange,Buy,0.00000053,3000.00000000,0.00159000,0.25%,7938107953,-0.00159000,2992.50000000
2018-02-04 13:48:27,BCN/BTC,Exchange,Buy,0.00000054,19300.00000000,0.01042200,0.25%,7936206856,-0.01042200,19251.75000000
2018-02-04 13:17:41,BCN/BTC,Exchange,Buy,0.00000054,17900.00000000,0.00966600,0.25%,7935926137,-0.00966600,17855.25000000
2018-02-04 13:16:54,BCN/BTC,Exchange,Buy,0.00000054,3000.00000000,0.00162000,0.25%,7935911152,-0.00162000,2992.50000000
2018-02-04 13:16:40,BCN/BTC,Exchange,Buy,0.00000054,150000.00000000,0.08100000,0.25%,7935907156,-0.08100000,149625.00000000
2018-02-04 13:16:12,BCN/BTC,Exchange,Buy,0.00000054,150000.00000000,0.08100000,0.25%,7935901162,-0.08100000,149625.00000000
2018-02-04 13:15:41,BCN/BTC,Exchange,Buy,0.00000054,50000.00000000,0.02700000,0.25%,7935890173,-0.02700000,49875.00000000
2018-02-04 13:15:20,BCN/BTC,Exchange,Buy,0.00000054,50000.00000000,0.02700000,0.25%,7935883180,-0.02700000,49875.00000000
2018-02-04 09:57:26,BCN/BTC,Exchange,Buy,0.00000054,1300.00000000,0.00070200,0.25%,7933963102,-0.00070200,1296.75000000
2018-02-04 09:57:05,BCN/BTC,Exchange,Buy,0.00000054,1100.00000000,0.00059400,0.15%,7933944121,-0.00059400,1098.35000000
2018-02-04 09:45:02,BCN/BTC,Exchange,Buy,0.00000055,1400.00000000,0.00077000,0.25%,7933757308,-0.00077000,1396.50000000
2018-02-04 09:44:55,BCN/BTC,Exchange,Buy,0.00000055,1400.00000000,0.00077000,0.15%,7933743322,-0.00077000,1397.90000000
2018-02-03 14:40:40,BCN/BTC,Exchange,Sell,0.00000056,301.35714286,0.00016876,0.25%,7924696378,0.00016834,-301.35714286
2018-02-03 14:40:32,BCN/BTC,Exchange,Sell,0.00000056,698.64285714,0.00039123,0.25%,7924689385,0.00039026,-698.64285714
2018-02-03 14:40:21,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924592482,0.00055916,-1000.00000000
2018-02-03 14:29:49,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924516558,0.00055916,-1000.00000000
2018-02-03 14:24:20,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924542532,0.00054863,-1000.00000000
2018-02-03 14:21:30,BCN/BTC,Exchange,Sell,0.00000056,374.77829134,0.00020987,0.15%,7924491583,0.00020956,-374.77829134
2018-02-03 14:21:15,BCN/BTC,Exchange,Sell,0.00000056,625.22170866,0.00035012,0.15%,7924491583,0.00034960,-625.22170866
2018-02-03 14:18:39,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924477597,0.00055860,-1000.00000000
2018-02-03 14:18:31,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924473601,0.00055860,-1000.00000000
2018-02-03 14:17:18,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924456618,0.00055860,-1000.00000000
2018-02-03 14:16:20,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924449625,0.00055860,-1000.00000000
2018-02-03 14:15:26,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924441633,0.00055860,-1000.00000000
2018-02-03 14:13:46,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924418656,0.00055860,-1000.00000000
2018-02-03 14:12:39,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924397677,0.00055860,-1000.00000000
2018-02-03 14:12:08,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924390684,0.00055916,-1000.00000000
2018-02-03 14:11:12,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924219855,0.00055916,-1000.00000000
2018-02-03 14:09:36,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924357717,0.00054863,-1000.00000000
2018-02-03 14:09:21,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924356718,0.00054863,-1000.00000000
2018-02-03 14:06:00,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924320754,0.00054863,-1000.00000000
2018-02-03 13:56:51,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924236838,0.00054863,-1000.00000000
2018-02-03 13:56:43,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924235839,0.00054863,-1000.00000000
2018-02-03 13:54:33,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924209865,0.00055860,-1000.00000000
2018-02-03 13:49:10,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.25%,7924136938,0.00055860,-1000.00000000
2018-02-03 13:48:59,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924128946,0.00055916,-1000.00000000
2018-02-03 13:48:38,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924120954,0.00054863,-1000.00000000
2018-02-03 13:48:36,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924042033,0.00055916,-1000.00000000
2018-02-03 13:47:35,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924091983,0.00054863,-1000.00000000
2018-02-03 13:46:58,BCN/BTC,Exchange,Sell,0.00000055,892.62901601,0.00049094,0.25%,7924070005,0.00048972,-892.62901601
2018-02-03 13:46:58,BCN/BTC,Exchange,Sell,0.00000055,107.37098399,0.00005905,0.25%,7924070005,0.00005891,-107.37098399
2018-02-03 13:46:50,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924066009,0.00054863,-1000.00000000
2018-02-03 13:46:04,BCN/BTC,Exchange,Sell,0.00000055,355.98181818,0.00019578,0.25%,7924057018,0.00019530,-355.98181818
2018-02-03 13:46:04,BCN/BTC,Exchange,Sell,0.00000055,644.01818182,0.00035421,0.25%,7924057018,0.00035333,-644.01818182
2018-02-03 13:45:56,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7924056019,0.00054863,-1000.00000000
2018-02-03 13:43:43,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7924013062,0.00055916,-1000.00000000
2018-02-03 13:43:17,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7923994081,0.00055916,-1000.00000000
2018-02-03 13:43:15,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923995080,0.00054863,-1000.00000000
2018-02-03 13:42:57,BCN/BTC,Exchange,Sell,0.00000056,1000.00000000,0.00056000,0.15%,7923945130,0.00055916,-1000.00000000
2018-02-03 13:40:49,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923958117,0.00054863,-1000.00000000
2018-02-03 12:38:52,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923292783,0.00054863,-1000.00000000
2018-02-03 12:38:45,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923289786,0.00054863,-1000.00000000
2018-02-03 12:38:34,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923284791,0.00054863,-1000.00000000
2018-02-03 12:38:22,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923279796,0.00054863,-1000.00000000
2018-02-03 12:38:11,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923276799,0.00054863,-1000.00000000
2018-02-03 12:38:01,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923273802,0.00054863,-1000.00000000
2018-02-03 12:37:50,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923268807,0.00054863,-1000.00000000
2018-02-03 12:37:13,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923264811,0.00054863,-1000.00000000
2018-02-03 12:37:04,BCN/BTC,Exchange,Sell,0.00000055,1000.00000000,0.00055000,0.25%,7923262813,0.00054863,-1000.00000000
2018-02-03 12:34:33,BCN/BTC,Exchange,Sell,0.00000055,200000.00000000,0.11000000,0.25%,7923237838,0.10972500,-200000.00000000
2018-02-03 12:33:51,BCN/BTC,Exchange,Sell,0.00000055,200000.00000000,0.11000000,0.25%,7923230845,0.10972500,-200000.00000000
2018-02-03 12:32:12,BCN/BTC,Exchange,Sell,0.00000055,100000.00000000,0.05500000,0.25%,7923216859,0.05486250,-100000.00000000
2018-02-03 12:29:38,BCN/BTC,Exchange,Sell,0.00000055,3000.00000000,0.00165000,0.25%,7923178897,0.00164588,-3000.00000000
2018-02-03 12:25:14,BCN/BTC,Exchange,Sell,0.00000055,3000.00000000,0.00165000,0.25%,7923110965,0.00164588,-3000.00000000
2018-02-03 12:25:04,BCN/BTC,Exchange,Sell,0.00000055,3000.00000000,0.00165000,0.25%,7923106969,0.00164588,-3000.00000000
2018-02-03 12:24:26,BCN/BTC,Exchange,Sell,0.00000055,3000.00000000,0.00165000,0.25%,7923079996,0.00164588,-3000.00000000
2018-02-03 12:24:16,BCN/BTC,Exchange,Sell,0.00000055,3000.00000000,0.00165000,0.15%,7923013063,0.00164753,-3000.00000000
2018-02-03 12:24:16,BCN/BTC,Exchange,Sell,0.00000055,15175.00000000,0.00834625,0.15%,7922988088,0.00833374,-15175.00000000
2018-02-03 12:13:45,BCN/BTC,Exchange,Sell,0.00000054,1000.00000000,0.00054000,0.25%,7922953123,0.00053865,-1000.00000000
2018-02-03 12:12:38,BCN/BTC,Exchange,Sell,0.00000054,3000.00000000,0.00162000,0.15%,7922935141,0.00161757,-3000.00000000
2018-02-03 12:12:22,BCN/BTC,Exchange,Sell,0.00000054,1996.99899701,0.00107837,0.15%,7922915161,0.00107676,-1996.99899701
2018-02-03 12:12:15,BCN/BTC,Exchange,Sell,0.00000054,1003.00100299,0.00054162,0.15%,7922915161,0.00054081,-1003.00100299
2018-02-03 12:09:03,BCN/BTC,Exchange,Sell,0.00000054,1100.00000000,0.00059400,0.25%,7922872204,0.00059252,-1100.00000000
2018-02-03 12:08:55,BCN/BTC,Exchange,Sell,0.00000054,1100.00000000,0.00059400,0.15%,7922858218,0.00059311,-1100.00000000
2018-02-03 12:06:38,BCN/BTC,Exchange,Sell,0.00000054,3000.00000000,0.00162000,0.25%,7922809267,0.00161595,-3000.00000000
2018-02-03 12:06:33,BCN/BTC,Exchange,Sell,0.00000054,3000.00000000,0.00162000,0.15%,7922803273,0.00161757,-3000.00000000
2018-02-03 12:06:09,BCN/BTC,Exchange,Sell,0.00000054,3000.00000000,0.00162000,0.15%,7922780296,0.00161757,-3000.00000000
2018-02-03 12:04:51,BCN/BTC,Exchange,Sell,0.00000054,1000.00000000,0.00054000,0.25%,7922759317,0.00053865,-1000.00000000
2018-02-03 12:04:43,BCN/BTC,Exchange,Sell,0.00000054,1000.00000000,0.00054000,0.15%,7922746330,0.00053919,-1000.00000000
2018-02-03 11:57:08,BCN/BTC,Exchange,Sell,0.00000053,3000.00000000,0.00159000,0.25%,7922662414,0.00158603,-3000.00000000
2018-02-03 11:45:23,BCN/BTC,Exchange,Sell,0.00000054,3000.00000000,0.00162000,0.15%,7922497579,0.00161757,-3000.00000000
2018-02-03 11:43:23,BCN/BTC,Exchange,Sell,0.00000053,2000.00000000,0.00106000,0.25%,7922530546,0.00105735,-2000.00000000
2018-02-03 11:42:48,BCN/BTC,Exchange,Sell,0.00000053,3000.00000000,0.00159000,0.25%,7922524552,0.00158603,-3000.00000000
2018-02-03 11:35:56,BCN/BTC,Exchange,Sell,0.00000053,1000.00000000,0.00053000,0.25%,7922460616,0.00052868,-1000.00000000
2018-02-03 11:35:00,BCN/BTC,Exchange,Sell,0.00000053,3000.00000000,0.00159000,0.25%,7922448628,0.00158603,-3000.00000000
2018-02-03 11:17:15,BCN/BTC,Exchange,Sell,0.00000053,3000.00000000,0.00159000,0.25%,7922301775,0.00158603,-3000.00000000
2018-02-03 11:17:00,BCN/BTC,Exchange,Sell,0.00000053,1000.00000000,0.00053000,0.25%,7922299777,0.00052868,-1000.00000000
